process_id,task_count,process_name,start_time,end_time,workflow_size
290602,20,east_ods_eastjt_incr_trans_range_130000_河北-1-20250924025002004,2025-09-24 02:50:02,2025-09-24 03:01:21,medium
294014,1,商版B集群活跃master、worker数统计-2-20250925065000578,2025-09-25 06:50:01,2025-09-25 06:50:04,small
293482,45,east_ods_eastjt_claim_220000_吉林-1-20250925033337259,2025-09-25 03:33:37,2025-09-25 03:45:45,large
293602,1,east_ods_eastjt_reinsure_150000_内蒙-1-20250925040430446,2025-09-25 04:04:31,2025-09-25 04:04:31,small
294218,15,circ_circgf_circgf_end_36_350000_福建-1-20250925082957608,2025-09-25 08:29:58,2025-09-25 08:32:18,medium
290526,15,CIRCCISGF_Job_【数据校验】(210200_大连)-1-20250924022254355,2025-09-24 02:22:55,2025-09-24 02:27:55,medium
292724,21,circ_ods_circgf_incr_cmds_130000_河北_多批次_并行-1-20250924161826973,2025-09-24 16:18:27,2025-09-24 16:31:08,medium
291698,20,east_ods_eastjt_incr_trans_range_450000_广西-1-20250924111055766,2025-09-24 11:10:56,2025-09-24 11:14:59,medium
290624,15,east_ods_eastjt_incr_cmds_330000_浙江-1-20250924030223080,2025-09-24 03:02:23,2025-09-24 03:06:49,medium
293422,38,east_ods_eastjt_agent_420000_湖北-1-20250925031025191,2025-09-25 03:10:26,2025-09-25 03:18:55,large
294162,57,circ_ods_circgf_cont_other_530000_云南_并行-1-20250925080422678,2025-09-25 08:04:24,2025-09-25 08:12:34,large
290783,45,east_ods_eastjt_claim_410000_河南-1-20250924033417739,2025-09-24 03:34:18,2025-09-24 03:46:34,large
290506,15,CIRCCISGF_Job_【数据校验】(850000_西藏)-1-20250924022013854,2025-09-24 02:20:14,2025-09-24 02:24:16,medium
293420,38,east_ods_eastjt_agent_370200_青岛-1-20250925031025176,2025-09-25 03:10:26,2025-09-25 03:18:39,large
293374,13,east_eastjt_ods_return_210200_大连-1-20250925030714127,2025-09-25 03:07:14,2025-09-25 03:09:34,medium
293153,1,检测下线违规定时任务-2-20250925002000380,2025-09-25 00:20:00,2025-09-25 00:20:01,small
293430,38,east_ods_eastjt_agent_450000_广西-1-20250925031035072,2025-09-25 03:10:35,2025-09-25 03:18:36,large
293837,28,circ_circgf_ods_return_420000_湖北-2-20250925051224763,2025-09-25 05:12:25,2025-09-25 05:18:23,medium
290609,20,east_ods_eastjt_incr_trans_range_630000_青海-1-20250924025002028,2025-09-24 02:50:02,2025-09-24 03:00:17,medium
292936,35,circ_ods_circgf_acc_660000_重庆_多批次_并行-3-20250924164243049,2025-09-24 16:42:44,2025-09-24 16:52:47,large
292964,37,circ_ods_circgf_cont_dx_640000_宁夏_多批次_并行-1-20250924164651052,2025-09-24 16:46:51,2025-09-24 16:55:46,large
290963,15,east_eastjt_eastjt_end_36_210200_大连-1-20250924042724933,2025-09-24 04:27:26,2025-09-24 04:27:56,medium
292002,1,east_ods_eastjt_reinsure_110000_北京-1-20250924113839550,2025-09-24 11:38:40,2025-09-24 11:38:42,small
294020,61,circ_ods_circgf_acc_620000_甘肃_并行-3-20250925065510313,2025-09-25 06:55:11,2025-09-25 07:17:27,large
294010,61,circ_ods_circgf_acc_120000_天津_并行-3-20250925064749157,2025-09-25 06:47:50,2025-09-25 07:22:02,large
291798,26,east_ods_eastjt_agent_340000_安徽-1-20250924112312452,2025-09-24 11:23:13,2025-09-24 11:23:21,medium
291006,49,保单登记股份增量正式报送调度_530000_云南-7-20250924043501054,2025-09-24 04:35:01,2025-09-24 08:25:30,large
293399,13,east_eastjt_ods_return_650000_新疆-1-20250925030735004,2025-09-25 03:07:36,2025-09-25 03:10:25,medium
293789,21,circ_ods_circgf_incr_cmds_440000_广东_并行-1-20250925050353609,2025-09-25 05:03:54,2025-09-25 05:12:31,medium
293204,15,CIRCCISGF_Job_【数据加工】(650000_新疆）-1-20250925020244811,2025-09-25 02:02:46,2025-09-25 02:18:00,medium
290424,1,商版B集群活跃master、worker数统计-2-20250923223000828,2025-09-23 22:30:01,2025-09-23 22:30:04,small
293162,1,商版B集群活跃master、worker数统计-2-20250925011000141,2025-09-25 01:10:00,2025-09-25 01:10:04,small
291396,57,circ_ods_circgf_cont_other_220000_吉林_并行-1-20250924073952425,2025-09-24 07:39:53,2025-09-24 07:57:47,large
294091,23,circ_ods_circgf_cont_v8_350000_福建_并行-2-20250925073541317,2025-09-25 07:35:41,2025-09-25 07:45:39,medium
291422,1,circ_ods_circgf_reinsure_370000_山东-1-20250924075230937,2025-09-24 07:52:32,2025-09-24 07:52:33,small
293253,1,商版B集群活跃master、worker数统计-2-20250925023000515,2025-09-25 02:30:01,2025-09-25 02:30:04,small
291738,15,east_ods_eastjt_incr_cmds_660000_重庆-1-20250924111613821,2025-09-24 11:16:14,2025-09-24 11:21:10,medium
294545,1,商版B集群活跃master、worker数统计-2-20250925162000364,2025-09-25 16:20:00,2025-09-25 16:20:15,small
294523,1,检测下线违规定时任务-2-20250925152000794,2025-09-25 15:20:01,2025-09-25 15:20:01,small
291301,61,circ_ods_circgf_acc_650000_新疆_并行-3-20250924064539174,2025-09-24 06:45:39,2025-09-24 07:12:36,large
291407,57,circ_ods_circgf_cont_other_140000_山西_并行-1-20250924074152834,2025-09-24 07:41:53,2025-09-24 07:59:26,large
293096,7,circ_proc_m_checkkpi_pi_all-2-20250924193000294,2025-09-24 19:30:00,2025-09-24 19:31:41,small
290902,1,east_ods_eastjt_reinsure_430000_湖南-1-20250924040610872,2025-09-24 04:06:11,2025-09-24 04:06:12,small
293976,1,商版B集群活跃master、worker数统计-2-20250925062000819,2025-09-25 06:20:01,2025-09-25 06:20:05,small
290518,15,CIRCCISGF_Job_【数据校验】(330200_宁波)-1-20250924022224324,2025-09-24 02:22:25,2025-09-24 02:27:47,medium
292897,35,circ_ods_circgf_acc_610000_陕西_多批次_并行-3-20250924163827291,2025-09-24 16:38:27,2025-09-24 16:49:09,large
291904,34,east_ods_eastjt_cont_jt_310000_上海-1-20250924112407514,2025-09-24 11:24:08,2025-09-24 11:24:17,large
290835,21,east_ods_eastjt_cs_440000_广东-1-20250924034918768,2025-09-24 03:49:19,2025-09-24 03:55:53,medium
293769,30,circ_ods_circgf_incr_trans_range_640000_宁夏_并行-1-20250925043742582,2025-09-25 04:37:43,2025-09-25 04:56:02,medium
291836,26,east_ods_eastjt_agent_140000_山西-1-20250924112336856,2025-09-24 11:23:38,2025-09-24 11:23:44,medium
290894,19,east_eastjt_eastjt_end_updte_120000_天津-1-20250924040542837,2025-09-24 04:05:43,2025-09-24 04:12:24,medium
291530,1,商版B集群活跃master、worker数统计-2-20250924083000031,2025-09-24 08:30:00,2025-09-24 08:30:04,small
291000,49,保单登记股份增量正式报送调度_210200_大连-6-20250924043501025,2025-09-24 04:35:01,2025-09-24 08:25:30,large
292025,1,east_ods_eastjt_reinsure_350000_福建-1-20250924114000510,2025-09-24 11:40:01,2025-09-24 11:40:02,small
293939,1,商版B集群活跃master、worker数统计-2-20250925060000125,2025-09-25 06:00:00,2025-09-25 06:00:04,small
291609,28,CIRC_PI【所有模块(36)_数据加工】(420000_湖北)-1-20250924100722356,2025-09-24 10:07:23,2025-09-24 10:20:16,medium
293207,15,CIRCCISGF_Job_【数据加工】(450000_广西）-1-20250925020244841,2025-09-25 02:02:45,2025-09-25 02:22:13,medium
290864,51,east_ods_eastjt_acc_350000_福建-2-20250924035359347,2025-09-24 03:54:00,2025-09-24 04:08:59,large
293074,1,商版B集群活跃master、worker数统计-2-20250924173000550,2025-09-24 17:30:01,2025-09-24 17:30:04,small
291894,34,east_ods_eastjt_cont_jt_320000_江苏-1-20250924112401876,2025-09-24 11:24:02,2025-09-24 11:24:10,large
293564,51,east_ods_eastjt_acc_530000_云南-2-20250925035039347,2025-09-25 03:50:40,2025-09-25 04:09:41,large
293966,61,circ_ods_circgf_agent_350000_福建_并行-2-20250925061627992,2025-09-25 06:16:29,2025-09-25 06:48:44,large
293234,15,CIRCCISGF_Job_【数据校验】(210000_辽宁)-1-20250925022104976,2025-09-25 02:21:06,2025-09-25 02:26:20,medium
292584,1,商版B集群活跃master、worker数统计-2-20250924153000654,2025-09-24 15:30:01,2025-09-24 15:30:04,small
293255,1,检测下线违规定时任务-2-20250925024000999,2025-09-25 02:40:01,2025-09-25 02:40:02,small
290630,15,east_ods_eastjt_incr_cmds_510000_四川-1-20250924030223615,2025-09-24 03:02:25,2025-09-24 03:06:51,medium
291441,19,circ_circgf_circgf_end_updte_440200_深圳-1-20250924075734994,2025-09-24 07:57:36,2025-09-24 08:06:31,medium
291495,15,circ_circgf_circgf_end_36_520000_贵州-1-20250924082338081,2025-09-24 08:23:39,2025-09-24 08:25:30,medium
293664,15,east_eastjt_eastjt_end_36_440000_广东-1-20250925042753443,2025-09-25 04:27:53,2025-09-25 04:28:36,medium
294185,19,circ_circgf_circgf_end_updte_350200_厦门-1-20250925080734719,2025-09-25 08:07:35,2025-09-25 08:15:05,medium
290735,34,east_ods_eastjt_cont_jt_660000_重庆-1-20250924031736611,2025-09-24 03:17:37,2025-09-24 03:34:26,large
294092,57,circ_ods_circgf_cont_other_330200_宁波_并行-1-20250925073642363,2025-09-25 07:36:43,2025-09-25 07:58:43,large
294316,28,CIRC_PI【所有模块(36)_数据加工】(440000_广东)-1-20250925100601857,2025-09-25 10:06:03,2025-09-25 10:18:57,medium
293729,49,保单登记股份增量正式报送调度_630000_青海-6-20250925043500955,2025-09-25 04:35:01,2025-09-25 08:32:19,large
291965,38,east_ods_eastjt_acc_420000_湖北-2-20250924112900944,2025-09-24 11:29:02,2025-09-24 11:40:50,large
290719,38,east_ods_eastjt_agent_110000_北京-1-20250924030926131,2025-09-24 03:09:27,2025-09-24 03:17:35,large
294188,19,circ_circgf_circgf_end_updte_340000_安徽-1-20250925080844511,2025-09-25 08:08:45,2025-09-25 08:15:34,medium
292884,26,circ_ods_circgf_agent_650000_新疆_多批次_并行-4-20250924163735253,2025-09-24 16:37:35,2025-09-24 16:37:47,medium
293687,15,east_eastjt_eastjt_end_36_230000_黑龙江-1-20250925042753575,2025-09-25 04:27:54,2025-09-25 04:28:34,medium
291023,30,circ_ods_circgf_incr_trans_range_520000_贵州_并行-1-20250924043740969,2025-09-24 04:37:42,2025-09-24 04:54:56,medium
290930,1,east_ods_eastjt_reinsure_420000_湖北-1-20250924040900903,2025-09-24 04:09:01,2025-09-24 04:09:02,small
291952,38,east_ods_eastjt_acc_350200_厦门-2-20250924112823547,2025-09-24 11:28:24,2025-09-24 11:40:06,large
291068,21,circ_ods_circgf_incr_cmds_610000_陕西_并行-1-20250924050143668,2025-09-24 05:01:44,2025-09-24 05:10:38,medium
290581,40,保单登记多批次调度_440200_深圳-3-20250924025001423,2025-09-24 02:50:01,2025-09-24 04:27:57,large
291128,28,circ_circgf_ods_return_620000_甘肃-2-20250924050945085,2025-09-24 05:09:46,2025-09-24 05:16:03,medium
291438,1,circ_ods_circgf_reinsure_440200_深圳-1-20250924075723969,2025-09-24 07:57:25,2025-09-24 07:57:25,small
291388,57,circ_ods_circgf_cont_other_610000_陕西_并行-1-20250924073532418,2025-09-24 07:35:33,2025-09-24 07:54:21,large
293454,34,east_ods_eastjt_cont_jt_230000_黑龙江-1-20250925031826284,2025-09-25 03:18:27,2025-09-25 03:33:58,large
292552,1,商版B集群活跃master、worker数统计-2-20250924151000904,2025-09-24 15:10:01,2025-09-24 15:10:06,small
291531,1,商版B集群活跃master、worker数统计-2-20250924084000319,2025-09-24 08:40:00,2025-09-24 08:40:18,small
293836,28,circ_circgf_ods_return_330000_浙江-2-20250925051224763,2025-09-25 05:12:26,2025-09-25 05:18:23,medium
291551,1,检测下线违规定时任务-2-20250924100000391,2025-09-24 10:00:00,2025-09-24 10:00:01,small
292041,1,商版B集群活跃master、worker数统计-2-20250924115000110,2025-09-24 11:50:00,2025-09-24 11:50:05,small
291198,65,circ_ods_circgf_claim_660000_重庆_并行-1-20250924053136743,2025-09-24 05:31:37,2025-09-24 06:10:34,large
294234,15,circ_circgf_circgf_end_36_530000_云南-1-20250925082957894,2025-09-25 08:29:58,2025-09-25 08:32:17,medium
291022,49,保单登记股份增量正式报送调度_210000_辽宁-7-20250924043501090,2025-09-24 04:35:01,2025-09-24 08:25:40,large
290398,1,商版B集群活跃master、worker数统计-2-20250923195000850,2025-09-23 19:50:01,2025-09-23 19:50:05,small
294300,3,CIRC_PI【交易表_数据加工_stage1】(330000_浙江)-1-20250925100140385,2025-09-25 10:01:41,2025-09-25 10:04:49,small
293854,21,circ_ods_circgf_cs_210200_大连_并行-1-20250925051645699,2025-09-25 05:16:47,2025-09-25 05:30:14,medium
291031,30,circ_ods_circgf_incr_trans_range_660000_重庆_并行-1-20250924043741497,2025-09-24 04:37:42,2025-09-24 04:56:37,medium
291054,30,circ_ods_circgf_incr_trans_range_850000_西藏_并行-1-20250924043742000,2025-09-24 04:37:43,2025-09-24 04:54:32,medium
293125,1,检测下线违规定时任务-2-20250924214000563,2025-09-24 21:40:01,2025-09-24 21:40:02,small
290478,15,CIRCCISGF_Job_【数据加工】(640000_宁夏）-1-20250924020542914,2025-09-24 02:05:44,2025-09-24 02:20:27,medium
291425,1,circ_ods_circgf_reinsure_850000_西藏-1-20250924075303977,2025-09-24 07:53:05,2025-09-24 07:53:06,small
291288,61,circ_ods_circgf_acc_340000_安徽_并行-3-20250924064109555,2025-09-24 06:41:10,2025-09-24 07:12:12,large
294137,19,circ_circgf_circgf_end_updte_210200_大连-1-20250925075704423,2025-09-25 07:57:05,2025-09-25 08:09:15,medium
291868,34,east_ods_eastjt_cont_jt_350200_厦门-1-20250924112350500,2025-09-24 11:23:51,2025-09-24 11:23:59,large
294292,3,CIRC_PI【交易表_数据加工_stage1】(150000_内蒙)-1-20250925100140284,2025-09-25 10:01:41,2025-09-25 10:04:30,small
291129,28,circ_circgf_ods_return_330000_浙江-2-20250924050945086,2025-09-24 05:09:46,2025-09-24 05:16:28,medium
292710,30,circ_ods_circgf_incr_trans_range_630000_青海_多批次_并行-1-20250924160218071,2025-09-24 16:02:19,2025-09-24 16:13:04,medium
291308,61,circ_ods_circgf_acc_140000_山西_并行-3-20250924065109660,2025-09-24 06:51:10,2025-09-24 07:17:18,large
291318,1,circ_ods_circgf_reinsure_510000_四川-1-20250924071000242,2025-09-24 07:10:00,2025-09-24 07:10:02,small
292850,33,circ_ods_circgf_claim_460000_海南_多批次_并行-1-20250924163422294,2025-09-24 16:34:23,2025-09-24 16:34:34,large
294496,4,cis_mrep_fact_cur_data_load_x_360000_江西-1-20250925140103053,2025-09-25 14:01:03,2025-09-25 14:01:10,small
292965,37,circ_ods_circgf_cont_dx_150000_内蒙_多批次_并行-1-20250924164656056,2025-09-24 16:46:56,2025-09-24 16:54:01,large
291930,23,east_ods_eastjt_cs_330000_浙江-1-20250924112428450,2025-09-24 11:24:29,2025-09-24 11:28:55,medium
291687,15,保单登记多批次调度_410000_河南-3-20250924111036786,2025-09-24 13:09:51,2025-09-24 13:10:42,medium
293280,40,保单登记多批次调度_440200_深圳-3-20250925025000604,2025-09-25 02:50:01,2025-09-25 04:28:45,large
293783,21,circ_ods_circgf_incr_cmds_650000_新疆_并行-1-20250925050353593,2025-09-25 05:03:54,2025-09-25 05:11:48,medium
293136,1,商版B集群活跃master、worker数统计-2-20250924225000582,2025-09-24 22:50:01,2025-09-24 22:50:04,small
291980,19,east_eastjt_eastjt_end_updte_220000_吉林-1-20250924113725974,2025-09-24 11:37:27,2025-09-24 11:42:48,medium
293165,1,商版B集群活跃master、worker数统计-2-20250925013000414,2025-09-25 01:30:00,2025-09-25 01:30:05,small
291856,23,east_ods_eastjt_cs_620000_甘肃-1-20250924112345861,2025-09-24 11:23:47,2025-09-24 11:28:06,medium
290437,2,删除商版B集群工作流及任务实例数据-4-20250924000000799,2025-09-24 00:00:01,2025-09-24 00:00:15,small
293827,28,circ_circgf_ods_return_650000_新疆-2-20250925051154692,2025-09-25 05:11:55,2025-09-25 05:18:23,medium
293409,38,east_ods_eastjt_agent_130000_河北-1-20250925030945160,2025-09-25 03:09:46,2025-09-25 03:17:30,large
291361,23,circ_ods_circgf_cont_v8_110000_北京_并行-2-20250924072651404,2025-09-24 07:26:52,2025-09-24 07:36:15,medium
294487,4,cis_mrep_fact_cur_data_load_x_320000_江苏-1-20250925140102203,2025-09-25 14:01:03,2025-09-25 14:01:08,small
290381,1,商版B集群活跃master、worker数统计-2-20250923185000111,2025-09-23 18:50:00,2025-09-23 18:50:03,small
293763,29,circ_ods_circgf_incr_trans_range_210000_辽宁_并行-1-20250925043741597,2025-09-25 04:37:42,2025-09-25 04:56:34,medium
293301,20,east_ods_eastjt_incr_trans_range_420000_湖北-1-20250925025001112,2025-09-25 02:50:01,2025-09-25 03:02:09,medium
293527,21,east_ods_eastjt_cs_320000_江苏-1-20250925034648181,2025-09-25 03:46:49,2025-09-25 03:50:30,medium
291393,57,circ_ods_circgf_cont_other_440200_深圳_并行-1-20250924073742849,2025-09-24 07:37:43,2025-09-24 07:57:20,large
293084,1,商版B集群活跃master、worker数统计-2-20250924181000730,2025-09-24 18:10:01,2025-09-24 18:10:05,small
294065,23,circ_ods_circgf_cont_v8_650000_新疆_并行-2-20250925072601259,2025-09-25 07:26:02,2025-09-25 07:40:14,medium
290614,20,east_ods_eastjt_incr_trans_range_620000_甘肃-1-20250924025002481,2025-09-24 02:50:03,2025-09-24 03:01:15,medium
291179,1,商版B集群活跃master、worker数统计-2-20250924052000171,2025-09-24 05:20:00,2025-09-24 05:20:04,small
292039,1,east_ods_eastjt_reinsure_320000_江苏-1-20250924114856053,2025-09-24 11:48:57,2025-09-24 11:48:58,small
293809,21,circ_ods_circgf_incr_cmds_510000_四川_并行-1-20250925050353790,2025-09-25 05:03:55,2025-09-25 05:12:55,medium
294124,23,circ_ods_circgf_cont_v8_420000_湖北_并行-2-20250925075011618,2025-09-25 07:50:12,2025-09-25 07:59:27,medium
291258,61,circ_ods_circgf_agent_130000_河北_并行-3-20250924061318012,2025-09-24 06:13:19,2025-09-24 06:42:30,large
291966,38,east_ods_eastjt_acc_440000_广东-2-20250924112907862,2025-09-24 11:29:08,2025-09-24 11:41:04,large
290443,1,商版B集群活跃master、worker数统计-2-20250924003000876,2025-09-24 00:30:01,2025-09-24 00:30:04,small
293876,33,circ_ods_circgf_cont_dx_440000_广东_并行-1-20250925051835702,2025-09-25 05:18:36,2025-09-25 05:44:10,large
294377,1,检测下线违规定时任务-2-20250925124000705,2025-09-25 12:40:01,2025-09-25 12:40:02,small
294384,1,TEST-58-20250925132211424,2025-09-25 13:22:11,2025-09-25 13:22:14,small
291841,26,east_ods_eastjt_agent_350200_厦门-1-20250924112339489,2025-09-24 11:23:40,2025-09-24 11:23:47,medium
291598,28,CIRC_PI【所有模块(36)_数据加工】(360000_江西)-1-20250924100722266,2025-09-24 10:07:22,2025-09-24 10:19:17,medium
292917,19,circ_ods_circgf_cs_660000_重庆_多批次_并行-1-20250924164030027,2025-09-24 16:40:30,2025-09-24 16:42:10,medium
294458,8,cis_proc_item_data_mrep_X_340000_安徽-1-20250925140002239,2025-09-25 14:00:03,2025-09-25 14:00:56,small
294088,57,circ_ods_circgf_cont_other_640000_宁夏_并行-1-20250925073503521,2025-09-25 07:35:04,2025-09-25 07:58:16,large
290989,49,保单登记股份增量正式报送调度_460000_海南-6-20250924043500985,2025-09-24 04:35:01,2025-09-24 08:25:30,large
293592,1,east_ods_eastjt_reinsure_460000_海南-1-20250925040330401,2025-09-25 04:03:31,2025-09-25 04:03:32,small
291574,3,CIRC_PI【交易表_数据加工_stage1】(850000_西藏)-1-20250924100141101,2025-09-24 10:01:42,2025-09-24 10:04:43,small
293211,15,CIRCCISGF_Job_【数据加工】(430000_湖南）-1-20250925020244894,2025-09-25 02:02:45,2025-09-25 02:21:33,medium
291292,61,circ_ods_circgf_acc_460000_海南_并行-3-20250924064139095,2025-09-24 06:41:39,2025-09-24 07:11:14,large
293179,15,CIRCCISGF_Job_【数据加工】(310000_上海）-1-20250925020243877,2025-09-25 02:02:44,2025-09-25 02:18:23,medium
294102,57,circ_ods_circgf_cont_other_650000_新疆_并行-1-20250925074022342,2025-09-25 07:40:23,2025-09-25 07:58:53,large
290533,15,CIRCCISGF_Job_【数据校验】(230000_黑龙江)-1-20250924022354407,2025-09-24 02:23:55,2025-09-24 02:28:04,medium
291603,28,CIRC_PI【所有模块(36)_数据加工】(140000_山西)-1-20250924100722330,2025-09-24 10:07:23,2025-09-24 10:19:48,medium
294139,19,circ_circgf_circgf_end_updte_640000_宁夏-1-20250925075835596,2025-09-25 07:58:36,2025-09-25 08:09:23,medium
291706,20,east_ods_eastjt_incr_trans_range_530000_云南-1-20250924111108778,2025-09-24 11:11:10,2025-09-24 11:14:56,medium
292719,1,商版B集群活跃master、worker数统计-2-20250924161000345,2025-09-24 16:10:00,2025-09-24 16:10:04,small
294491,4,cis_mrep_fact_cur_data_load_x_370000_山东-1-20250925140102206,2025-09-25 14:01:03,2025-09-25 14:01:12,small
290943,19,east_eastjt_eastjt_end_updte_370000_山东-1-20250924041731419,2025-09-24 04:17:32,2025-09-24 04:18:55,medium
293484,45,east_ods_eastjt_claim_440200_深圳-1-20250925033347277,2025-09-25 03:33:47,2025-09-25 03:46:15,large
291705,15,保单登记多批次调度_530000_云南-3-20250924111108077,2025-09-24 13:09:51,2025-09-24 13:10:53,medium
292854,35,circ_ods_circgf_acc_350200_厦门_多批次_并行-3-20250924163454222,2025-09-24 16:34:55,2025-09-24 16:56:40,large
291595,28,CIRC_PI【所有模块(36)_数据加工】(440000_广东)-1-20250924100722227,2025-09-24 10:07:23,2025-09-24 10:21:21,medium
292993,35,circ_ods_circgf_cont_v8_150000_内蒙_多批次_并行-2-20250924165407086,2025-09-24 16:54:08,2025-09-24 17:01:04,large
294007,61,circ_ods_circgf_acc_330200_宁波_并行-3-20250925064739151,2025-09-25 06:47:40,2025-09-25 07:17:33,large
291063,1,检测下线违规定时任务-2-20250924050000800,2025-09-24 05:00:01,2025-09-24 05:00:01,small
291876,26,east_ods_eastjt_agent_440000_广东-1-20250924112353866,2025-09-24 11:23:54,2025-09-24 11:24:02,medium
293675,15,east_eastjt_eastjt_end_36_410000_河南-1-20250925042753548,2025-09-25 04:27:54,2025-09-25 04:28:32,medium
290440,1,商版B集群活跃master、worker数统计-2-20250924001000965,2025-09-24 00:10:01,2025-09-24 00:10:04,small
291119,28,circ_circgf_ods_return_210000_辽宁-2-20250924050915169,2025-09-24 05:09:16,2025-09-24 05:16:02,medium
293251,10,"CIRCCISGF_Job_【收尾】（'INC','FAI','HIS'通用）-41-20250925022723843",2025-09-25 02:27:24,2025-09-25 02:29:36,small
292931,33,circ_ods_circgf_claim_320000_江苏_多批次_并行-1-20250924164220112,2025-09-24 16:42:20,2025-09-24 16:42:28,large
292791,19,circ_ods_circgf_cs_330200_宁波_多批次_并行-1-20250924162812035,2025-09-24 16:28:13,2025-09-24 16:30:40,medium
